psoda,pfries,pentree,wagest,nmgrs,nregs,hrsopen,emp,compown,chain,density,crmrte,state,prpblck,prppov,prpncar,hseval,nstores,income,county,NJ,BK,KFC,RR
1.09,0.81,1.04,5.0,3.0,,15.0,7.0,0,1,432.0,0.0167742,1,0.0118611,0.03756,0.0219448,150900.0,2,50628.0,21,1,1,0,0
0.92,0.7,2.34,4.5,3.0,3.0,10.0,5.5,0,2,432.0,0.0167742,1,0.0118611,0.03756,0.0219448,150900.0,2,50628.0,21,1,0,1,0
0.98,0.85,2.34,4.5,2.0,4.0,10.5,12.0,0,2,952.0,0.023496,1,0.0111902,0.0440123,0.0376344,176600.0,3,46472.0,21,1,0,1,0
0.95,0.85,1.06,4.75,5.0,2.0,11.5,24.0,0,4,952.0,0.023496,1,0.0111902,0.0440123,0.0376344,176600.0,3,46472.0,21,1,0,0,0
1.16,1.02,1.09,4.5,3.0,5.0,16.0,18.0,0,1,2279.0,0.0303151,1,0.0069724,0.0417686,0.0791096,156400.0,3,51675.0,27,1,1,0,0
1.06,1.02,2.34,4.5,2.0,5.0,11.0,8.5,0,2,1082.0,0.0112211,1,0.0069724,0.0417686,0.0791096,156400.0,3,51675.0,27,1,0,1,0
1.2,1.07,1.06,5.0,3.0,,16.5,21.0,1,3,462.0,0.0515021,1,0.0118201,0.0234509,0.0327548,179900.0,3,60286.0,21,1,0,0,1
1.19,0.87,0.95,5.0,2.0,3.0,15.0,33.0,0,1,394.0,0.0161641,1,0.0002623,0.0139455,0.0281637,189300.0,1,68602.0,27,1,1,0,0
1.06,0.95,1.02,4.87,3.0,3.0,15.0,15.5,0,1,952.0,0.023496,1,0.0159579,0.0197356,0.0312887,211400.0,2,65305.0,21,1,1,0,0
1.12,1.02,1.06,4.75,3.0,6.0,16.5,20.0,1,3,952.0,0.023496,1,0.0159579,0.0197356,0.0312887,211400.0,2,65305.0,21,1,0,0,1
1.06,0.95,0.95,4.25,4.0,3.0,16.0,,0,1,346.0,0.0135326,1,0.0160904,0.0423467,0.0730816,146100.0,1,48925.0,29,1,1,0,0
1.12,0.89,0.95,5.12,3.0,2.0,14.0,11.75,0,1,513.0,0.0200091,1,0.0013975,0.0131476,0.0390428,314000.0,1,82084.0,26,1,1,0,0
1.12,1.02,1.06,5.0,4.0,5.0,19.0,19.0,1,3,759.0,0.0593081,1,0.009611,0.0180639,0.0180424,318100.0,2,80548.0,21,1,0,0,1
1.06,0.95,0.95,5.0,3.0,3.0,16.0,13.5,0,1,759.0,0.0593081,1,0.009611,0.0180639,0.0180424,318100.0,2,80548.0,21,1,1,0,0
0.91,0.85,2.34,5.0,3.0,2.0,12.0,12.5,0,2,1136.0,0.01643,1,0.0060498,0.0207022,0.0125,256600.0,2,72638.0,21,1,0,1,0
1.23,0.89,0.89,4.67,3.5,3.0,16.0,13.75,0,1,852.0,0.0864971,1,0.0061889,0.0224756,0.0204082,235000.0,1,71806.0,26,1,1,0,0
1.0,0.95,0.89,,9.0,3.0,17.0,12.5,0,1,3774.0,0.0159621,1,0.0430108,0.0379497,0.0528351,247900.0,1,65431.0,21,1,1,0,0
1.12,0.91,0.99,4.75,4.0,,11.5,9.5,1,3,5660.0,0.0754834,1,0.129479,0.0466379,0.0738214,283100.0,2,72920.0,21,1,0,0,1
1.06,1.0,1.06,4.8,5.0,4.0,16.0,18.0,0,1,5660.0,0.0754834,1,0.129479,0.0466379,0.0738214,283100.0,2,72920.0,21,1,1,0,0
1.02,0.85,0.85,5.0,4.0,4.0,15.0,19.0,1,1,2868.0,0.0507008,1,0.0414442,0.0360678,0.0987546,129900.0,6,51022.0,6,1,1,0,0
1.02,0.91,0.91,4.5,4.0,4.0,16.0,16.5,1,3,2868.0,0.0507008,1,0.0414442,0.0360678,0.0987546,129900.0,6,51022.0,6,1,0,0,1
1.12,,0.95,4.75,3.0,2.0,11.5,8.5,1,3,2868.0,0.0507008,1,0.0414442,0.0360678,0.0987546,129900.0,6,51022.0,6,1,0,0,1
1.06,0.93,0.88,4.25,4.0,3.0,16.0,20.0,1,1,1672.0,0.0671423,1,0.1058741,0.062553,0.0600714,114800.0,4,43470.0,6,1,1,0,0
0.95,0.79,2.34,4.25,4.0,4.0,11.0,6.0,1,2,1672.0,0.0671423,1,0.1058741,0.062553,0.0600714,114800.0,4,43470.0,6,1,0,1,0
1.02,0.95,0.95,4.25,2.0,6.0,16.0,8.0,1,3,1672.0,0.0671423,1,0.1058741,0.062553,0.0600714,114800.0,4,43470.0,6,1,0,0,1
0.95,0.86,0.95,5.0,3.0,2.0,11.5,14.5,0,4,7144.0,0.0159968,1,0.2013907,0.053199,0.0573632,109700.0,2,45443.0,2,1,0,0,0
,,,4.75,3.0,3.0,16.0,12.0,1,3,1938.0,0.0363918,1,0.0399834,0.0287831,0.0476508,110200.0,7,48574.0,6,1,0,0,1
1.06,0.95,2.77,4.25,2.0,4.0,10.0,10.5,0,2,1938.0,0.0363918,1,0.0399834,0.0287831,0.0476508,110200.0,7,48574.0,6,1,0,1,0
1.06,0.92,0.9,4.25,3.0,3.0,16.0,15.0,0,1,2325.0,0.0416008,1,0.0399834,0.0287831,0.0476508,110200.0,6,48574.0,6,1,1,0,0
1.02,0.89,0.91,4.62,3.0,3.0,16.0,17.0,0,1,1938.0,0.0363918,1,0.0399834,0.0287831,0.0476508,110200.0,7,48574.0,6,1,1,0,0
0.95,0.86,0.95,4.55,3.0,2.0,11.5,14.0,0,4,1938.0,0.0363918,1,0.0399834,0.0287831,0.0476508,110200.0,7,48574.0,6,1,0,0,0
0.95,0.74,2.34,4.75,2.0,4.0,10.5,13.0,1,2,877.0,0.0431187,1,0.201043,0.0684898,0.0946563,110900.0,3,41440.0,5,1,0,1,0
1.06,0.93,0.93,4.87,5.0,,17.0,19.75,1,1,877.0,0.0431187,1,0.201043,0.0684898,0.0946563,110900.0,3,41440.0,5,1,1,0,0
1.06,0.95,1.06,4.25,3.0,3.0,16.5,13.5,0,1,2932.0,0.0446349,1,0.1095007,0.0659936,0.0867926,88300.0,3,40050.0,6,1,1,0,0
0.95,0.69,1.5,4.45,3.0,4.0,10.0,7.0,1,2,2482.0,0.0357215,1,0.1095007,0.0659936,0.0867926,88300.0,3,40050.0,6,1,0,1,0
1.02,0.95,0.95,4.5,4.0,3.0,15.0,17.0,0,1,1103.0,0.0323122,1,0.0458751,0.0465341,0.0656895,98000.0,1,42176.0,11,1,1,0,0
1.06,0.89,0.91,4.5,3.0,3.0,16.0,15.0,0,1,1666.0,0.0621878,1,0.1953666,0.1388848,0.0985172,95700.0,4,39672.0,11,1,1,0,0
1.06,0.95,2.77,4.25,3.0,5.0,10.5,7.5,0,2,1666.0,0.0621878,1,0.1953666,0.1388848,0.0985172,95700.0,4,39672.0,11,1,0,1,0
0.95,0.71,0.95,4.25,2.0,2.0,11.5,11.0,0,4,1666.0,0.0621878,1,0.1953666,0.1388848,0.0985172,95700.0,4,39672.0,11,1,0,0,0
1.06,0.91,0.95,4.5,3.0,5.0,16.0,12.0,1,3,3684.0,0.065928,1,0.0026281,0.0849037,0.1666981,64700.0,1,35682.0,6,1,0,0,1
0.95,0.92,0.95,4.8,3.0,2.0,16.0,17.5,0,4,4215.0,0.0249147,1,0.0108808,0.0434402,0.098887,88800.0,2,39207.0,6,1,0,0,0
1.02,0.88,0.91,4.25,3.0,,16.0,25.0,0,1,4215.0,0.0249147,1,0.0108808,0.0434402,0.098887,88800.0,2,39207.0,6,1,1,0,0
1.06,0.91,0.79,4.25,3.0,,16.0,9.0,1,3,2868.0,0.0507008,1,0.0292064,0.0259011,0.0387564,138700.0,2,54981.0,6,1,0,0,1
1.02,0.85,0.85,5.0,4.0,3.0,14.5,19.0,0,1,2868.0,0.0507008,1,0.0292064,0.0259011,0.0387564,138700.0,2,54981.0,6,1,1,0,0
1.18,1.06,,5.25,5.0,5.0,24.0,43.0,0,3,292.0,0.0339122,1,0.0550422,0.0735619,0.0681422,96300.0,2,39345.0,1,1,0,0,1
1.0,0.85,0.88,,2.0,3.0,16.0,14.5,0,1,292.0,0.0339122,1,0.0550422,0.0735619,0.0681422,96300.0,3,39345.0,1,1,1,0,0
0.9,0.8,0.8,4.25,3.0,3.0,16.0,16.5,0,1,2115.0,0.0527302,1,0.0644616,0.0365812,0.0591291,170700.0,3,61835.0,6,1,1,0,0
0.95,0.74,2.34,4.62,4.0,4.0,10.0,9.0,1,2,2115.0,0.0527302,1,0.0644616,0.0365812,0.0591291,170700.0,3,61835.0,6,1,0,1,0
0.91,0.74,2.34,5.5,2.0,,10.0,7.5,1,2,1987.0,0.0566702,1,0.9816579,0.09763,0.1395122,81500.0,1,41429.0,6,1,0,1,0
1.07,0.85,0.95,4.37,3.0,3.0,16.0,18.75,1,3,4775.0,0.0356287,1,0.5597082,0.0444408,0.0284454,95100.0,3,48741.0,5,1,0,0,1
1.06,0.85,0.95,4.25,2.0,3.0,16.0,21.0,1,1,4775.0,0.0356287,1,0.5597082,0.0444408,0.0284454,95100.0,3,48741.0,5,1,1,0,0
1.02,0.95,0.95,4.75,3.0,5.0,16.0,10.0,1,3,4960.0,0.0211891,1,0.1735384,0.0725547,0.0769231,87900.0,2,37575.0,6,1,0,0,1
1.06,0.87,0.91,4.25,3.0,5.0,15.0,20.5,0,1,283.0,0.0299437,1,0.0019082,0.067086,0.0589618,132200.0,3,34714.0,23,1,1,0,0
1.06,0.91,1.07,4.4,3.0,5.0,16.0,18.5,0,3,283.0,0.0299437,1,0.0019082,0.067086,0.0589618,132200.0,3,34714.0,23,1,0,0,1
1.06,0.91,1.12,4.75,4.0,5.0,16.0,12.5,1,3,5164.0,0.0384675,1,0.0575308,0.0282084,0.0610785,95000.0,1,39509.0,5,1,0,0,1
1.12,0.91,0.95,5.0,5.0,3.0,16.0,16.0,1,3,1191.0,0.0287745,1,0.0295152,0.0220388,0.0324093,145300.0,2,55878.0,5,1,0,0,1
0.95,0.8,1.06,5.05,4.0,2.0,11.5,16.5,0,4,1367.0,0.027519,1,0.0606916,0.0202933,0.0171282,148900.0,4,57055.0,5,1,0,0,0
1.06,0.92,0.92,,3.0,5.0,17.0,14.0,1,1,3656.0,0.0782968,1,0.0606916,0.0202933,0.0171282,148900.0,3,57055.0,5,1,1,0,0
0.95,,,4.25,2.0,,10.0,7.25,1,2,509.0,0.0226055,1,0.0047142,0.0234694,0.0305526,188900.0,3,63989.0,5,1,0,1,0
0.96,0.95,0.85,4.25,3.0,5.0,14.5,21.0,0,1,509.0,0.0226055,1,0.0047142,0.0234694,0.0305526,188900.0,3,63989.0,5,1,1,0,0
0.91,0.91,0.91,5.0,3.0,3.0,12.5,15.0,0,1,1062.0,0.0325763,1,0.0532435,0.0289966,0.0498539,190400.0,3,64903.0,5,1,1,0,0
0.95,0.86,0.95,5.06,3.0,2.0,10.5,17.5,0,4,3656.0,0.0798947,1,0.123247,0.0632239,0.067521,113200.0,4,47996.0,5,1,0,0,0
0.95,0.74,2.34,4.62,2.0,4.0,9.5,5.5,1,2,3656.0,0.0798947,1,0.123247,0.0632239,0.067521,113200.0,4,47996.0,5,1,0,1,0
0.91,0.74,2.34,4.25,3.0,,10.0,7.5,1,2,3147.0,0.0624905,1,0.2120887,0.147196,0.1424783,69000.0,2,31348.0,11,1,0,1,0
1.05,0.91,0.93,4.25,4.0,2.0,16.0,19.5,0,1,565.0,0.0263158,1,0.0078827,0.055336,0.0634374,87900.0,3,43628.0,25,1,1,0,0
1.06,0.84,0.95,4.35,4.0,4.0,16.0,10.5,0,3,565.0,0.0263158,1,0.0078827,0.055336,0.0634374,87900.0,3,43628.0,25,1,0,0,1
1.02,0.91,0.93,4.5,4.0,3.0,15.0,34.0,0,1,1907.0,0.0310366,1,0.0467958,0.0336062,0.0635771,115700.0,2,44778.0,5,1,1,0,0
1.02,0.9,0.95,4.25,3.0,4.0,16.0,15.75,1,3,3964.0,0.0234234,1,0.047774,0.0248612,0.035246,144800.0,1,53455.0,5,1,0,0,1
1.06,0.8,2.13,4.45,3.0,3.0,10.5,11.0,0,2,2549.0,0.1070754,1,0.2784675,0.187528,0.1696958,69800.0,2,32360.0,25,1,0,1,0
0.96,0.93,0.93,4.55,4.0,4.0,17.5,14.5,1,1,5119.0,0.062179,1,0.0468705,0.0613623,0.0961228,87800.0,1,42893.0,11,1,1,0,0
0.95,0.85,2.34,4.25,3.0,3.0,10.0,9.5,1,2,1672.0,0.0671423,1,0.0560676,0.0456208,0.0679495,130300.0,1,57178.0,6,1,0,1,0
1.02,0.95,2.56,4.6,3.0,4.0,11.0,15.0,0,2,569.0,0.0466599,1,0.114207,0.0698809,0.0698635,95600.0,3,39756.0,11,1,0,1,0
1.06,0.88,0.84,4.5,3.0,2.0,16.0,19.75,0,1,569.0,0.0466599,1,0.114207,0.0698809,0.0698635,95600.0,3,39756.0,11,1,1,0,0
1.12,0.85,1.06,4.25,3.0,3.0,12.5,14.0,1,3,1373.0,0.07358,1,0.0911294,0.0762732,0.0986077,95800.0,4,42022.0,11,1,0,0,1
0.85,0.74,2.34,4.35,2.0,3.0,10.0,9.0,1,2,1373.0,0.07358,1,0.0911294,0.0762732,0.0986077,95800.0,4,42022.0,11,1,0,1,0
1.06,0.91,0.91,4.75,3.0,5.0,17.0,16.5,1,3,1373.0,0.07358,1,0.0911294,0.0762732,0.0986077,95800.0,4,42022.0,11,1,0,0,1
0.95,0.86,0.95,4.5,3.0,2.0,12.5,17.25,0,4,2758.0,0.037441,1,0.0703755,0.0523969,0.0468085,109700.0,3,49700.0,11,1,0,0,0
0.95,0.74,2.19,4.25,2.0,4.0,10.0,8.5,1,2,5119.0,0.062179,1,0.0703755,0.0523969,0.0468085,109700.0,3,49700.0,11,1,0,1,0
0.95,0.74,2.34,5.05,3.0,4.0,11.0,9.5,1,2,10080.0,0.1491565,1,0.6156687,0.3244063,0.400883,33900.0,2,20216.0,6,1,0,1,0
1.02,0.79,2.34,5.0,2.0,4.0,11.0,6.5,1,2,10080.0,0.1491565,1,0.4716138,0.3382175,0.3980173,35500.0,2,19931.0,6,1,0,1,0
0.95,0.89,0.95,4.75,3.0,2.0,12.5,14.0,0,4,4975.0,0.021374,1,0.0075611,0.0324015,0.1034096,100300.0,2,45405.0,6,1,0,0,0
1.02,0.88,0.91,4.25,2.0,3.0,15.0,5.0,0,1,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,1,1,0,0
0.95,0.74,2.19,5.0,3.0,5.0,10.5,10.0,1,2,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,1,0,1,0
1.02,0.91,0.8,4.75,3.0,4.0,16.0,15.5,1,3,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,1,0,0,1
1.02,0.88,0.94,4.25,1.0,,16.0,10.0,0,1,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,1,1,0,0
0.95,0.74,2.19,4.25,3.0,5.0,10.0,5.0,1,2,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,1,0,1,0
1.01,0.86,0.95,5.42,3.0,2.0,15.5,12.0,0,4,1280.0,0.0482324,1,0.0702827,0.0343892,0.039478,114800.0,5,46469.0,1,1,0,0,0
1.26,0.99,,5.15,5.0,4.0,24.0,40.5,1,3,1280.0,0.0482324,1,0.0702827,0.0343892,0.039478,114800.0,5,46469.0,1,1,0,0,1
1.12,0.85,2.45,5.0,3.0,4.0,12.5,10.0,0,2,1280.0,0.0482324,1,0.0702827,0.0343892,0.039478,114800.0,5,46469.0,1,1,0,1,0
1.06,0.95,0.91,4.62,3.0,3.0,15.0,14.0,0,1,1280.0,0.0482324,1,0.0702827,0.0343892,0.039478,114800.0,5,46469.0,1,1,1,0,0
1.13,1.06,0.95,4.37,4.0,3.0,15.0,9.0,0,1,749.0,0.0371278,1,0.0374786,0.067419,0.0863459,101500.0,2,34158.0,7,1,1,0,0
1.01,0.79,0.85,,3.0,2.0,14.0,7.0,0,4,163.0,0.0249977,1,0.0058357,0.0395137,0.0441264,144000.0,1,49167.0,7,1,0,0,0
1.23,1.06,2.3,4.87,3.0,3.0,13.0,10.5,1,3,,,1,0.0,0.0173754,0.0058224,145300.0,1,53725.0,1,1,0,0,1
1.06,0.85,3.95,4.62,3.0,4.0,12.5,5.5,0,2,2763.0,0.0775566,1,0.3612089,0.0921622,0.1234823,83000.0,3,36701.0,1,1,0,1,0
1.06,0.92,0.87,4.62,3.0,,16.0,22.5,1,1,2763.0,0.0775566,1,0.3612089,0.0921622,0.1234823,83000.0,3,36701.0,1,1,1,0,0
1.06,0.86,1.06,,3.0,2.0,16.0,25.0,0,4,204.0,0.0559881,1,0.0645478,0.1094265,0.0934112,91800.0,1,33510.0,7,1,0,0,0
1.06,0.93,0.94,4.5,4.0,3.0,15.0,15.5,0,1,2749.0,0.0353067,1,0.0398538,0.0624887,0.1187804,110900.0,2,39203.0,1,1,1,0,0
1.12,0.8,2.45,5.0,2.0,4.0,12.0,9.5,0,2,2749.0,0.0353067,1,0.0398538,0.0624887,0.1187804,110900.0,2,39203.0,1,1,0,1,0
0.85,,,4.5,2.0,5.0,10.0,3.0,1,2,3449.0,0.3166815,1,0.0632467,0.1619619,0.217556,110200.0,4,28729.0,7,1,0,1,0
1.02,0.91,0.85,4.25,5.0,3.0,16.0,12.5,0,1,2914.0,0.0938127,1,0.252626,0.1596074,0.1174557,70500.0,3,32635.0,9,1,1,0,0
1.06,0.81,2.45,4.25,,5.0,12.5,12.5,0,2,2914.0,0.0938127,1,0.252626,0.1596074,0.1174557,70500.0,3,32635.0,9,1,0,1,0
0.89,0.86,0.95,4.25,3.0,2.0,12.5,10.0,0,4,604.0,0.0610572,1,0.1380891,0.111178,0.11448,67100.0,3,35998.0,9,1,0,0,0
0.95,0.85,2.45,4.25,3.0,5.0,12.0,13.5,0,2,604.0,0.0610572,1,0.1380891,0.111178,0.11448,67100.0,3,35998.0,9,1,0,1,0
1.06,0.84,0.89,4.25,2.0,3.0,15.0,15.5,0,1,788.0,0.0834429,1,0.1064563,0.1088802,0.1303901,84600.0,7,35488.0,9,1,1,0,0
1.02,0.85,0.82,4.25,4.0,3.0,15.0,11.0,1,1,788.0,0.0834429,1,0.1064563,0.1088802,0.1303901,84600.0,7,35488.0,9,1,1,0,0
1.02,0.91,0.63,4.5,3.0,4.0,11.5,10.5,0,3,788.0,0.0834429,1,0.1064563,0.1088802,0.1303901,84600.0,7,35488.0,9,1,0,0,1
1.06,0.8,2.45,4.25,3.0,4.0,12.5,12.5,0,2,788.0,0.0834429,1,0.1064563,0.1088802,0.1303901,84600.0,7,35488.0,9,1,0,1,0
1.09,1.06,0.79,4.5,4.0,6.0,15.0,11.5,1,3,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,1,0,0,1
1.06,1.06,1.02,4.75,4.0,6.0,16.0,14.5,1,3,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,1,0,0,1
1.22,0.93,0.96,4.25,2.0,2.0,12.0,4.0,0,1,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,1,1,0,0
1.22,1.06,0.93,4.25,3.0,3.0,11.0,7.0,0,1,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,1,1,0,0
1.23,0.98,2.61,4.75,3.0,3.0,12.0,8.5,0,2,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,1,0,1,0
1.05,0.79,0.91,4.37,3.0,3.0,16.0,18.25,0,1,1037.0,0.0339711,1,0.160128,0.0593957,0.0723028,126700.0,2,50279.0,5,1,1,0,0
0.95,,2.13,4.5,4.0,5.0,17.0,20.0,0,3,4167.0,0.0292626,1,0.0692627,0.0289506,0.0586896,146500.0,2,55949.0,17,1,0,0,1
1.2,1.17,2.35,5.0,2.0,4.0,7.0,3.0,1,3,1204.0,0.034968,1,0.111835,0.0160362,0.0129725,204000.0,1,57672.0,18,1,0,0,1
1.06,0.91,0.96,4.75,3.0,2.0,14.0,13.0,0,1,1155.0,0.020202,1,0.0146843,0.0205882,0.0177936,242900.0,1,69594.0,26,1,1,0,0
0.95,0.92,0.95,4.87,3.0,2.0,11.5,10.5,0,4,2329.0,0.0234192,1,0.0657143,0.0837864,0.0506108,168900.0,4,41157.0,5,1,0,0,0
1.02,1.06,0.95,4.25,3.0,,10.5,8.25,1,3,2329.0,0.0234192,1,0.0657143,0.0837864,0.0506108,168900.0,4,41157.0,5,1,0,0,1
1.02,0.88,0.82,4.25,4.0,3.0,15.0,10.25,0,1,2329.0,0.0234192,1,0.0657143,0.0837864,0.0506108,168900.0,5,41157.0,5,1,1,0,0
1.06,0.95,2.66,4.5,3.0,4.0,10.0,12.5,0,2,2329.0,0.0234192,1,0.0657143,0.0837864,0.0506108,168900.0,5,41157.0,5,1,0,1,0
1.06,1.0,2.02,4.37,4.0,6.0,17.0,10.0,0,3,11823.0,0.1001861,1,0.5695518,0.2096856,0.3521739,61900.0,1,27295.0,17,1,0,0,1
0.93,0.83,0.85,4.5,4.0,4.0,16.0,31.0,0,1,2198.0,0.0322808,1,0.0734964,0.0336309,0.096032,112100.0,4,44598.0,17,1,1,0,0
1.0,1.0,,4.5,4.0,5.0,17.0,17.0,0,3,11823.0,0.1001861,1,0.0734964,0.0336309,0.096032,112100.0,4,44598.0,17,1,0,0,1
1.06,0.95,3.09,4.25,3.0,5.0,10.0,12.5,0,2,11823.0,0.1001861,1,0.0734964,0.0336309,0.096032,112100.0,4,44598.0,17,1,0,1,0
1.09,0.89,0.91,4.25,4.0,3.0,16.0,25.0,0,1,2198.0,0.0322808,1,0.0190911,0.0384186,0.0678339,144700.0,5,51548.0,17,1,1,0,0
1.06,0.85,2.49,5.12,2.0,6.0,11.0,14.0,0,2,2198.0,0.0322808,1,0.0190911,0.0384186,0.0678339,144700.0,5,51548.0,17,1,0,1,0
,,,4.25,3.0,7.0,17.0,27.5,0,3,2198.0,0.0322808,1,0.0190911,0.0384186,0.0678339,144700.0,5,51548.0,17,1,0,0,1
1.04,0.85,0.85,4.25,4.0,3.0,16.0,25.0,0,1,11823.0,0.1001861,1,0.0190911,0.0384186,0.0678339,144700.0,5,51548.0,17,1,1,0,0
1.04,0.67,0.85,4.37,4.0,4.0,16.0,32.0,0,1,2259.0,0.0578616,1,0.3688891,0.1153317,0.1982085,102600.0,3,37285.0,17,1,1,0,0
1.02,0.91,2.28,4.8,4.0,2.0,12.0,,0,4,2259.0,0.0578616,1,0.3688891,0.1153317,0.1982085,102600.0,3,37285.0,17,1,0,0,0
1.06,1.0,2.13,4.75,3.0,6.0,12.5,16.0,0,3,1179.0,0.0795362,1,0.0726936,0.0297103,0.0335308,180200.0,3,62684.0,17,1,0,0,1
1.02,0.98,0.95,4.6,4.0,3.0,17.0,15.5,0,3,1179.0,0.0795362,1,0.0726936,0.0297103,0.0335308,180200.0,3,62684.0,17,1,0,0,1
1.02,0.75,2.56,4.25,4.0,3.0,10.0,6.0,0,2,1846.0,0.0618229,1,0.1362687,0.1549544,0.1834426,107900.0,3,36633.0,23,1,0,1,0
1.04,0.85,0.91,4.5,5.0,3.0,16.0,19.0,0,1,331.0,0.0402311,1,0.1362687,0.1549544,0.1834426,107900.0,3,36633.0,23,1,1,0,0
1.06,0.8,2.56,4.25,4.0,3.0,10.0,19.5,0,2,2518.0,0.0296963,1,0.0024945,0.0453767,0.0710941,134000.0,3,41129.0,23,1,0,1,0
1.09,0.95,1.04,5.0,3.0,3.0,16.0,13.0,1,1,2518.0,0.0296963,1,0.0024945,0.0453767,0.0710941,134000.0,3,41129.0,23,1,1,0,0
1.23,,2.3,4.75,5.0,5.0,24.0,80.0,1,3,262.0,0.0272345,1,0.0045422,0.0456026,0.0409357,127300.0,1,41525.0,23,1,0,0,1
1.06,0.94,1.1,4.25,4.0,3.0,15.0,16.5,0,1,3240.0,0.0493827,1,0.0862337,0.0718378,0.114218,109400.0,2,32104.0,23,1,1,0,0
1.06,0.86,1.02,4.5,,3.0,15.0,7.5,0,1,262.0,0.0272345,1,0.0013052,0.0349272,0.026936,130400.0,2,41759.0,23,1,1,0,0
1.09,0.95,1.03,4.25,4.0,3.0,15.0,13.0,1,1,4913.0,0.0331188,1,0.0060946,0.0380384,0.0774101,160300.0,4,45907.0,23,1,1,0,0
1.2,1.18,1.06,4.75,3.0,8.0,15.0,12.0,0,3,4913.0,0.0331188,1,0.0060946,0.0380384,0.0774101,160300.0,4,45907.0,23,1,0,0,1
1.06,0.8,2.56,4.25,4.0,3.0,10.0,10.0,0,2,4913.0,0.0331188,1,0.0060946,0.0380384,0.0774101,160300.0,4,45907.0,23,1,0,1,0
1.06,1.01,2.66,4.5,3.0,3.0,10.5,6.5,0,2,1999.0,0.0314435,1,0.0,0.0401401,0.0496894,311700.0,1,63278.0,19,1,0,1,0
0.95,0.84,0.94,4.62,3.0,2.0,11.5,50.0,0,4,1835.0,0.0461039,1,0.0173525,0.1702234,0.1388439,146100.0,2,29797.0,23,1,0,0,0
1.06,0.8,2.56,5.0,5.0,3.0,10.0,12.5,0,2,1835.0,0.0461039,1,0.0076008,0.0502619,0.0639587,143500.0,6,46701.0,23,1,0,1,0
1.09,0.93,1.04,4.25,4.0,3.0,17.0,19.0,1,1,1835.0,0.0461039,1,0.0076008,0.0502619,0.0639587,143500.0,6,46701.0,23,1,1,0,0
1.12,1.02,1.02,5.5,3.0,5.0,12.5,17.0,0,1,1835.0,0.0461039,1,0.0076008,0.0502619,0.0639587,143500.0,6,46701.0,23,1,1,0,0
1.06,0.85,2.34,5.0,4.0,4.0,10.0,9.0,1,2,970.0,0.059417,1,0.011629,0.0309036,0.0540894,165800.0,1,52913.0,26,1,0,1,0
1.06,0.91,1.04,4.25,3.0,2.0,15.0,13.0,0,1,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,1,1,0,0
1.1,1.0,0.74,5.25,3.0,4.0,16.0,30.0,0,3,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,1,0,0,1
1.13,0.98,1.04,4.5,3.0,3.0,16.0,16.0,1,1,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,1,1,0,0
0.91,0.85,1.06,5.05,3.0,2.0,12.5,25.0,0,4,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,1,0,0,0
1.09,,0.95,4.62,3.0,4.0,16.0,18.0,0,3,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,1,0,0,1
,,,,4.0,5.0,12.5,20.0,0,3,1962.0,0.0415863,1,0.0231497,0.0225605,0.038316,188400.0,8,63905.0,18,1,0,0,1
1.12,1.07,1.1,4.25,5.0,,17.0,21.75,1,3,2893.0,0.0411818,1,0.0646623,0.0381158,0.0336869,161200.0,4,51806.0,18,1,0,0,1
1.49,1.02,1.11,4.25,2.0,8.0,13.0,15.25,0,1,2893.0,0.0411818,1,0.0646623,0.0381158,0.0336869,161200.0,4,51806.0,18,1,1,0,0
0.91,0.86,1.06,4.5,3.0,2.0,11.5,20.0,0,4,2893.0,0.0411818,1,0.0646623,0.0381158,0.0336869,161200.0,4,51806.0,18,1,0,0,0
1.06,0.95,1.01,,5.0,3.0,14.5,10.0,0,1,2893.0,0.0411818,1,0.0464232,0.0228436,0.0322058,230100.0,2,65339.0,18,1,1,0,0
1.12,1.07,1.06,4.75,2.0,5.0,17.0,14.0,1,3,3784.0,0.0308694,1,0.0443038,0.0263239,0.0510308,156200.0,1,50884.0,18,1,0,0,1
