GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
8381,2,17.0,24,250,76.5612,0.0008507636,0.000186753,4,1.03751660027e-05,0.0002386288,0.003247427,49.2949,64.1789,4.0927,20,0.0013799,7,0.0001971282,0.0001245
1094,3,18.0,24,200,52.3524,0.0008737185,0.0001747437,5,0.0,0.0001281454,0.0029473439,43.5238,83.3202,3.1146,19,0.00036114,6,0.0,0.0
215,2,27.0,24,250,73.9722,0.0026472782,0.0004548844,7,7.45712155108e-06,0.000186428,0.0026845638,58.8858,88.6889,4.4111,24,0.00058166,8,0.0001043997,0.00023863
2928,4,20.0,6,200,80.8956,0.001528311,0.0003634398,7,1.86379393894e-05,0.0007641555,0.0035691654,54.5445,56.3864,3.893,34,0.00063369,7,0.0,0.00012115
9193,3,24.0,8,150,121.5486,0.0053695401,0.0005242985,0,1.80792594735e-05,0.0004339022,0.0030192363,35.6627,74.2036,5.8144,18,0.0020249,5,0.0,0.0
834,6,22.0,10,600,151.8984,0.0043972024,0.0001558064,4,3.46236410221e-05,0.0021293539,0.0036181705,44.9808,58.4306,6.6077,17,0.00053667,5,0.0,0.0
5950,2,23.0,12,500,76.212,0.0020691198,0.0004613578,10,0.0,8.38832345375e-05,0.0030896991,51.7818,84.3801,4.0995,21,0.00055922,6,0.0,0.00011184
4641,4,19.0,12,1080,80.1648,0.0006736666,8.13045902249e-05,4,5.80747073035e-05,0.0002090689,0.0025088274,48.2419,77.6296,5.7083,11,0.0010337,5,0.0,0.0
1578,4,22.0,12,600,190.3122,0.0210325048,0.0003824092,7,1.19502868069e-05,0.0001195029,0.0033938815,50.3322,62.0141,4.2359,24,0.00080067,6,9.56022944551e-05,0.00052581
4603,3,27.0,8,650,32.4942,0.0006625651,0.0001183152,3,0.0,7.09891150024e-05,0.0014434453,122.8,150.2951,3.8033,12,0.00054425,3,0.0,0.0
6255,5,17.0,14,600,168.4314,0.0064901793,0.0003415884,1,7.47224594364e-05,0.0005977797,0.004675491,41.7025,48.6941,5.2329,36,0.0016225,8,0.0,1.0675e-05
158,6,18.0,10,160,150.5004,0.0056666894,0.0006315286,6,0.0003755035,0.0004096402,0.0046255206,30.2222,45.5941,4.9077,14,0.001007,6,0.0,0.0
5262,5,20.0,28,1350,97.2672,0.0031253368,0.0004939469,6,0.0001616554,0.0004580235,0.0034845709,40.2067,57.7423,4.4588,23,0.00077235,9,9.87893810396e-05,0.00017064
629,5,37.0,14,800,327.7218,0.0331155331,0.0005568756,6,0.0,0.0002970003,0.002970003,29.3671,54.1,9.5375,13,0.0010766,5,0.0,0.0
2851,3,17.0,14,360,112.1214,0.0007907014,0.0001779078,8,9.88376690124e-06,0.0001482565,0.0031726892,43.1125,69.8193,6.7445,28,0.001107,8,0.0002569779,0.00064244
5200,3,19.0,28,130,145.332,0.0022611253,0.0002635668,3,2.7743868605e-05,0.0002219509,0.0036344468,32.7969,50.8244,7.0496,18,0.0011652,6,0.0,2.7744e-05
4035,5,19.0,20,350,138.4548,0.0028700686,0.0002006616,4,7.90484992946e-05,0.0009607433,0.00344165,28.4814,53.2792,6.9753,34,0.00079657,9,0.0,0.0
3684,3,18.0,12,320,102.1146,0.0011115654,0.0002044258,4,2.55532273726e-05,0.0001533194,0.0033219196,40.417,70.0,5.4154,24,0.00068994,6,0.0,0.0
6847,1,35.0,12,450,46.8606,0.0012334992,0.0001839429,4,0.0,0.0004111664,0.0024561783,71.4159,93.9559,3.1982,26,0.00047609,10,2.16403375893e-05,1.082e-05
9161,2,34.0,2,110,61.0746,0.0005607638,0.000129407,1,7.18927934664e-05,0.0001581641,0.0026456548,52.2842,86.9348,4.2772,20,0.0011503,7,0.0,0.0
3621,1,32.0,16,650,33.8424,0.0003599127,0.000127711,0,0.0,6.96605210607e-05,0.0017647332,72.4503,125.8421,3.5395,19,0.00052245,7,0.0,2.322e-05
52,5,27.0,10,3000,143.718,0.0035151591,0.0002196974,7,0.0001098487,0.0003923169,0.0048490365,32.6677,40.8673,4.7508,28,0.0013966,6,0.0,0.0
2955,3,19.0,14,90,109.4916,0.0030188986,4.06129853252e-05,0,0.0,0.0001489143,0.001719283,30.6349,82.2362,10.3465,11,0.0010695,6,0.0,0.0
2247,5,23.0,16,150,133.6044,0.0036842105,0.0004944179,10,0.0001036683,0.0002950558,0.0038038278,34.1933,54.608,5.6331,32,0.00066986,8,7.17703349282e-05,0.00017544
60,2,27.0,6,70,44.457,0.0009783903,0.0002552323,2,0.0,0.0,0.0024247065,76.4405,98.7719,3.0965,16,0.00037221,6,0.0,0.0
4662,4,23.0,10,700,147.2856,0.0049918737,0.000529661,9,1.45112607383e-05,0.0,0.0040776643,23.9216,45.9715,5.7776,45,0.00056594,6,0.0,0.0
6371,3,19.0,12,500,46.9446,0.0004075684,0.0002593617,5,0.0,2.47011164905e-05,0.0019760893,69.1572,127.5,4.2625,13,0.00028406,2,0.0,0.0
7927,4,31.0,12,600,63.9486,0.0012068744,0.0004666581,6,8.04582904222e-05,0.0004022915,0.0023332904,52.0,83.8897,4.7448,16,0.00059539,7,0.0,0.00067585
2076,7,23.0,56,2400,136.2432,0.0064247113,0.0008553322,10,9.71968430465e-06,0.000184674,0.0051319933,28.0987,39.9318,4.0322,33,0.0011178,10,0.0001069165,0.00082617
9130,3,17.0,6,500,95.565,0.0012548595,3.69076324984e-05,2,1.23025441661e-05,0.0003321687,0.0026696521,52.3704,75.3733,6.2719,12,0.00086118,7,4.92101766645e-05,0.00013533
5627,4,34.0,8,500,63.9402,0.000332158,5.11012315397e-05,3,0.0002044049,0.0006132148,0.0028872196,43.1467,73.6106,4.0752,19,0.00043436,3,0.0,0.0
1563,5,23.0,10,600,122.157,0.0105995096,0.0002903975,4,1.61331956634e-05,0.0001451988,0.0027265101,36.0,76.142,4.5444,10,0.0003872,7,0.0,3.2266e-05
3300,4,24.0,28,600,103.8072,0.0023686379,0.0003776089,1,0.0002174112,0.0012129257,0.002288539,32.3819,71.44,7.76,25,0.001888,7,0.0,0.0
6198,6,18.0,8,500,168.7002,0.0049738088,0.0006673718,7,0.0,0.0008310668,0.0056034049,22.7658,36.018,4.6067,24,0.0016118,9,0.000314798,0.00041553
1915,5,22.0,10,500,155.2386,0.0072265536,0.0004217389,6,9.11867961519e-05,0.0001709752,0.0033739115,34.9424,60.0676,6.3986,28,0.0020175,8,0.0,0.00012538
6066,5,16.0,10,600,117.7638,0.005293743,0.0006368413,5,0.0001592103,0.0001791116,0.003641936,28.2418,51.9126,4.7049,15,0.0014727,5,0.0,0.00017911
1047,4,24.0,14,450,98.0592,0.0027483654,0.0005062778,2,4.33952438813e-05,1.44650812938e-05,0.0035294798,24.4938,57.2295,4.4508,16,0.0014465,8,0.0,0.0
888,5,19.0,20,730,161.0184,0.0018922968,0.0004533628,2,1.97114247418e-05,0.0013206655,0.0048687219,35.9675,44.4858,5.5466,19,0.00088701,5,0.0,0.0
4499,2,25.0,24,120,69.8448,0.0020663202,0.0002350903,4,1.23731749567e-05,8.66122246969e-05,0.0024251423,49.3949,83.2653,4.7551,20,0.00085375,6,0.0,0.0
8717,4,18.0,6,420,62.8572,0.001404968,0.0001123974,2,8.42980780038e-05,0.0001966955,0.0031190289,61.0909,70.991,3.4234,18,0.0011802,4,0.0,0.0
3389,1,17.0,20,100,56.5278,0.0012648425,0.0002839442,2,0.0001806918,0.0004904491,0.0021683015,58.8434,94.1429,4.4048,12,0.00082602,4,0.0,7.7439e-05
1649,6,22.0,10,730,86.3388,0.0017107064,0.0003421413,4,7.89556795452e-05,0.0004737341,0.0032635014,28.1301,73.0,4.5081,9,0.00097379,4,0.0001052742,2.6319e-05
3840,2,23.0,10,800,62.4576,0.0025444381,0.0002150229,0,0.0,0.0002150229,0.0015051606,77.0732,102.4762,5.7381,10,0.00086009,5,0.0,0.0
9253,4,19.0,12,500,216.4782,0.0173631841,0.0006169154,3,5.97014925373e-05,0.0003880597,0.0039402985,36.8101,54.6162,6.5126,24,0.0015025,9,0.0,9.9502e-06
1338,1,22.0,6,700,43.3638,0.0003306566,9.44733112896e-05,4,0.0001259644,7.8727759408e-05,0.0017398835,154.8,123.2941,4.5339,23,0.00088962,10,0.0,0.0
7090,3,25.0,8,500,81.5616,0.0040314025,0.0005304477,4,0.0,0.0002652238,0.00344791,34.2016,69.7231,3.3385,17,0.00076915,6,0.0,0.00010609
1302,4,19.0,16,900,96.2466,0.0012130705,0.0002303298,5,0.0001381979,0.0005374363,0.0031631964,27.4341,61.7476,5.4515,13,0.00078312,6,0.0,0.00015355
6495,4,20.0,6,300,123.1716,0.0020136132,0.0003970505,5,0.0,0.0012478729,0.0036585366,31.3125,47.814,5.8217,20,0.0015031,5,0.0,0.0
5175,3,19.0,28,1000,91.713,0.0013101604,0.0001069519,0,2.67379679144e-05,8.02139037433e-05,0.0020855615,31.8442,96.8205,7.6923,9,0.00061497,3,0.0,0.0
